Element, vertices.x, vertices.y, vertices.z, vertices.w
1166,  2.4698,  0.00, -0.06682,  0.00
1167,  2.45995,  0.00, -0.06546,  0.00
1168,  2.45,  0.00, -0.065,  0.00
1169,  2.43538,  0.00, -0.06575,  0.00
1170,  2.422,  0.00, -0.06796,  0.00
1171,  2.40989,  0.00, -0.07161,  0.00
1172,  2.39904,  0.00, -0.07667,  0.00
1173,  2.38945,  0.00, -0.0831,  0.00
1174,  2.38112,  0.00, -0.09087,  0.00
1175,  2.37408,  0.00, -0.09996,  0.00
1176,  2.3683,  0.00, -0.11033,  0.00
1177,  2.36379,  0.00, -0.12195,  0.00
1178,  2.36058,  0.00, -0.13479,  0.00
1179,  2.35864,  0.00, -0.14882,  0.00
1180,  2.358,  0.00, -0.164,  0.00
1181,  2.358,  0.00, -0.449,  0.00
1182,  2.269,  0.00, -0.449,  0.00
1183,  2.269,  0.00, -0.17,  0.00
1184,  2.27031,  0.00, -0.14253,  0.00
1185,  2.27416,  0.00, -0.11716,  0.00
1186,  2.28042,  0.00, -0.09394,  0.00
1187,  2.28897,  0.00, -0.07293,  0.00
1188,  2.29966,  0.00, -0.05418,  0.00
1189,  2.31237,  0.00, -0.03775,  0.00
1190,  2.32699,  0.00, -0.0237,  0.00
1191,  2.34337,  0.00, -0.01207,  0.00
1192,  2.36139,  0.00, -0.00294,  0.00
1193,  2.38092,  0.00,  0.00366,  0.00
1194,  2.40184,  0.00,  0.00765,  0.00
1195,  2.424,  0.00,  0.009,  0.00
1196,  2.43515,  0.00,  0.00847,  0.00
1197,  2.44656,  0.00,  0.00689,  0.00
1198,  2.45814,  0.00,  0.00431,  0.00
1199,  2.46981,  0.00,  0.00078,  0.00
1200,  2.4815,  0.00, -0.00367,  0.00
1201,  2.49313,  0.00, -0.009,  0.00
1202,  2.5046,  0.00, -0.01516,  0.00
1203,  2.51585,  0.00, -0.02211,  0.00
1204,  2.5268,  0.00, -0.02981,  0.00
1205,  2.53736,  0.00, -0.03822,  0.00
1206,  2.54745,  0.00, -0.0473,  0.00
1207,  2.557,  0.00, -0.057,  0.00
1208,  2.557,  0.00,  0.00,  0.00
1209,  1.855,  0.00, -0.011,  0.00
1210,  1.86336,  0.00, -0.00767,  0.00
1211,  1.87146,  0.00, -0.00466,  0.00
1212,  1.87932,  0.00, -0.00197,  0.00
1213,  1.887,  0.00,  0.00041,  0.00
1214,  1.89451,  0.00,  0.00248,  0.00
1215,  1.90188,  0.00,  0.00425,  0.00
1216,  1.90914,  0.00,  0.00573,  0.00
1217,  1.91634,  0.00,  0.00693,  0.00
1218,  1.92348,  0.00,  0.00784,  0.00
1219,  1.93063,  0.00,  0.00849,  0.00
1220,  1.93779,  0.00,  0.00887,  0.00
1221,  1.945,  0.00,  0.009,  0.00
1222,  1.97743,  0.00,  0.00705,  0.00
1223,  2.00807,  0.00,  0.00134,  0.00
1224,  2.03673,  0.00, -0.00795,  0.00
1225,  2.06322,  0.00, -0.02063,  0.00
1226,  2.08734,  0.00, -0.0365,  0.00
1227,  2.10888,  0.00, -0.05537,  0.00
1228,  2.12764,  0.00, -0.07706,  0.00
1229,  2.14345,  0.00, -0.10137,  0.00
1230,  2.15608,  0.00, -0.12811,  0.00
1231,  2.16535,  0.00, -0.15709,  0.00
1232,  2.17105,  0.00, -0.18812,  0.00
1233,  2.173,  0.00, -0.221,  0.00
1234,  2.17116,  0.00, -0.25658,  0.00
1235,  2.16565,  0.00, -0.28928,  0.00
1236,  2.15654,  0.00, -0.31906,  0.00
1237,  2.14386,  0.00, -0.34589,  0.00
1238,  2.12766,  0.00, -0.36972,  0.00
1239,  2.108,  0.00, -0.3905,  0.00
1240,  2.08492,  0.00, -0.4082,  0.00
1241,  2.05848,  0.00, -0.42278,  0.00
1242,  2.02872,  0.00, -0.43419,  0.00
1243,  1.99568,  0.00, -0.44239,  0.00
1244,  1.95943,  0.00, -0.44734,  0.00
1245,  1.92,  0.00, -0.449,  0.00
1246,  1.766,  0.00, -0.449,  0.00
1247,  1.766,  0.00,  0.23,  0.00
1248,  1.855,  0.00,  0.23,  0.00
1249,  1.855,  0.00, -0.369,  0.00
1250,  1.936,  0.00, -0.369,  0.00
1251,  1.95925,  0.00, -0.36788,  0.00
1252,  1.98049,  0.00, -0.36457,  0.00
1253,  1.99974,  0.00, -0.35911,  0.00
1254,  2.01696,  0.00, -0.35156,  0.00
1255,  2.03218,  0.00, -0.34196,  0.00
1256,  2.04538,  0.00, -0.33037,  0.00
1257,  2.05655,  0.00, -0.31685,  0.00
1258,  2.0657,  0.00, -0.30145,  0.00
1259,  2.07283,  0.00, -0.2842,  0.00
1260,  2.07792,  0.00, -0.26518,  0.00
1261,  2.08099,  0.00, -0.24443,  0.00
1262,  2.082,  0.00, -0.222,  0.00
1263,  2.08077,  0.00, -0.20075,  0.00
1264,  2.07717,  0.00, -0.18061,  0.00
1265,  2.07132,  0.00, -0.1617,  0.00
1266,  2.06338,  0.00, -0.14419,  0.00
1267,  2.05343,  0.00, -0.1282,  0.00
1268,  2.04162,  0.00, -0.11388,  0.00
1269,  2.02809,  0.00, -0.10137,  0.00
1270,  2.01296,  0.00, -0.09082,  0.00
1271,  1.99636,  0.00, -0.08236,  0.00
1272,  1.97841,  0.00, -0.07614,  0.00
1273,  1.95924,  0.00, -0.07231,  0.00
1274,  1.93899,  0.00, -0.071,  0.00
1275,  1.93198,  0.00, -0.07114,  0.00
1276,  1.92493,  0.00, -0.07158,  0.00
1277,  1.91786,  0.00, -0.0723,  0.00
1278,  1.91078,  0.00, -0.0733,  0.00
1279,  1.9037,  0.00, -0.07457,  0.00
1280,  1.89662,  0.00, -0.07613,  0.00
1281,  1.88957,  0.00, -0.07795,  0.00
1282,  1.88256,  0.00, -0.08004,  0.00
1283,  1.87558,  0.00, -0.08239,  0.00
1284,  1.86865,  0.00, -0.08501,  0.00
1285,  1.86179,  0.00, -0.08788,  0.00
1286,  1.855,  0.00, -0.091,  0.00
1287,  0.997,  0.00, -0.449,  0.00
1288,  0.997,  0.00,  0.00,  0.00
1289,  1.086,  0.00,  0.00,  0.00
1290,  1.086,  0.00, -0.326,  0.00
1291,  1.09512,  0.00, -0.33615,  0.00
1292,  1.10402,  0.00, -0.34515,  0.00
1293,  1.11278,  0.00, -0.35305,  0.00
1294,  1.12148,  0.00, -0.35989,  0.00
1295,  1.1302,  0.00, -0.36573,  0.00
1296,  1.139,  0.00, -0.37062,  0.00
1297,  1.14797,  0.00, -0.37462,  0.00
1298,  1.15719,  0.00, -0.37778,  0.00
1299,  1.16672,  0.00, -0.38014,  0.00
1300,  1.17664,  0.00, -0.38176,  0.00
1301,  1.18705,  0.00, -0.3827,  0.00
1302,  1.198,  0.00, -0.383,  0.00
1303,  1.20884,  0.00, -0.38235,  0.00
1304,  1.21928,  0.00, -0.38037,  0.00
1305,  1.22922,  0.00, -0.37702,  0.00
1306,  1.23855,  0.00, -0.37226,  0.00
1307,  1.24719,  0.00, -0.36606,  0.00
1308,  1.255,  0.00, -0.35838,  0.00
1309,  1.2619,  0.00, -0.34917,  0.00
1310,  1.26777,  0.00, -0.33841,  0.00
1311,  1.27254,  0.00, -0.32605,  0.00
1312,  1.27606,  0.00, -0.31205,  0.00
1313,  1.27825,  0.00, -0.29638,  0.00
1314,  1.279,  0.00, -0.279,  0.00
1315,  1.279,  0.00,  0.00,  0.00
1316,  1.368,  0.00,  0.00,  0.00
1317,  1.368,  0.00, -0.326,  0.00
1318,  1.37614,  0.00, -0.33407,  0.00
1319,  1.3845,  0.00, -0.34175,  0.00
1320,  1.39304,  0.00, -0.34897,  0.00
1321,  1.4017,  0.00, -0.35567,  0.00
1322,  1.41042,  0.00, -0.36178,  0.00
1323,  1.41912,  0.00, -0.36725,  0.00
1324,  1.42778,  0.00, -0.37201,  0.00
1325,  1.43629,  0.00, -0.376,  0.00
1326,  1.44464,  0.00, -0.37916,  0.00
1327,  1.45274,  0.00, -0.38142,  0.00
1328,  1.46055,  0.00, -0.38272,  0.00
1329,  1.468,  0.00, -0.383,  0.00
1330,  1.48054,  0.00, -0.38223,  0.00
1331,  1.4926,  0.00, -0.37994,  0.00
1332,  1.50405,  0.00, -0.37616,  0.00
1333,  1.51478,  0.00, -0.37089,  0.00
1334,  1.52468,  0.00, -0.36416,  0.00
1335,  1.53362,  0.00, -0.356,  0.00
1336,  1.54151,  0.00, -0.34642,  0.00
1337,  1.54823,  0.00, -0.33544,  0.00
1338,  1.55364,  0.00, -0.32309,  0.00
1339,  1.55765,  0.00, -0.30939,  0.00
1340,  1.56015,  0.00, -0.29435,  0.00
1341,  1.561,  0.00, -0.278,  0.00
1342,  1.561,  0.00,  0.00,  0.00
1343,  1.65,  0.00,  0.00,  0.00
1344,  1.65,  0.00, -0.282,  0.00
1345,  1.6488,  0.00, -0.30773,  0.00
1346,  1.64529,  0.00, -0.33184,  0.00
1347,  1.63951,  0.00, -0.35422,  0.00
1348,  1.63159,  0.00, -0.37474,  0.00
1349,  1.6216,  0.00, -0.39329,  0.00
1350,  1.60962,  0.00, -0.40975,  0.00
1351,  1.59576,  0.00, -0.424,  0.00
1352,  1.58007,  0.00, -0.43593,  0.00
1353,  1.56267,  0.00, -0.44541,  0.00
1354,  1.54363,  0.00, -0.45232,  0.00
1355,  1.52304,  0.00, -0.45656,  0.00
1356,  1.501,  0.00, -0.458,  0.00
1357,  1.48535,  0.00, -0.45725,  0.00
1358,  1.47037,  0.00, -0.45506,  0.00
1359,  1.45605,  0.00, -0.45153,  0.00
1360,  1.44234,  0.00, -0.44678,  0.00
1361,  1.42921,  0.00, -0.4409,  0.00
1362,  1.41663,  0.00, -0.434,  0.00
1363,  1.40457,  0.00, -0.42618,  0.00
1364,  1.393,  0.00, -0.41756,  0.00
1365,  1.3819,  0.00, -0.40822,  0.00
1366,  1.37121,  0.00, -0.39828,  0.00
1367,  1.36092,  0.00, -0.38784,  0.00
1368,  1.351,  0.00, -0.377,  0.00
1369,  1.34315,  0.00, -0.38973,  0.00
1370,  1.33462,  0.00, -0.4014,  0.00
1371,  1.32542,  0.00, -0.41202,  0.00
1372,  1.31559,  0.00, -0.42156,  0.00
1373,  1.30515,  0.00, -0.43001,  0.00
1374,  1.29413,  0.00, -0.43738,  0.00
1375,  1.28254,  0.00, -0.44363,  0.00
1376,  1.2704,  0.00, -0.44878,  0.00
1377,  1.25776,  0.00, -0.4528,  0.00
1378,  1.24463,  0.00, -0.45568,  0.00
1379,  1.23104,  0.00, -0.45742,  0.00
1380,  1.217,  0.00, -0.458,  0.00
1381,  1.20648,  0.00, -0.45754,  0.00
1382,  1.1959,  0.00, -0.45616,  0.00
1383,  1.18528,  0.00, -0.45384,  0.00
1384,  1.17459,  0.00, -0.45059,  0.00
1385,  1.16384,  0.00, -0.4464,  0.00
1386,  1.153,  0.00, -0.44125,  0.00
1387,  1.14208,  0.00, -0.43514,  0.00
1388,  1.13107,  0.00, -0.42807,  0.00
1389,  1.11997,  0.00, -0.42003,  0.00
1390,  1.10876,  0.00, -0.41101,  0.00
1391,  1.09744,  0.00, -0.401,  0.00
1392,  1.086,  0.00, -0.39,  0.00
1393,  1.086,  0.00, -0.449,  0.00
1394,  0.908,  0.00, -0.341,  0.00
1395,  0.90619,  0.00, -0.392,  0.00
1396,  0.90087,  0.00, -0.43984,  0.00
1397,  0.89218,  0.00, -0.48428,  0.00
1398,  0.88029,  0.00, -0.52507,  0.00
1399,  0.86535,  0.00, -0.56198,  0.00
1400,  0.8475,  0.00, -0.59475,  0.00
1401,  0.8269,  0.00, -0.62315,  0.00
1402,  0.80371,  0.00, -0.64693,  0.00
1403,  0.77806,  0.00, -0.66584,  0.00
1404,  0.75013,  0.00, -0.67966,  0.00
1405,  0.72006,  0.00, -0.68812,  0.00
1406,  0.688,  0.00, -0.691,  0.00
1407,  0.65594,  0.00, -0.68812,  0.00
1408,  0.62587,  0.00, -0.67966,  0.00
1409,  0.59793,  0.00, -0.66584,  0.00
1410,  0.5723,  0.00, -0.64693,  0.00
1411,  0.5491,  0.00, -0.62315,  0.00
1412,  0.5285,  0.00, -0.59475,  0.00
1413,  0.51065,  0.00, -0.56198,  0.00
1414,  0.4957,  0.00, -0.52507,  0.00
1415,  0.48381,  0.00, -0.48428,  0.00
1416,  0.47513,  0.00, -0.43984,  0.00
1417,  0.46981,  0.00, -0.392,  0.00
1418,  0.468,  0.00, -0.341,  0.00
1419,  0.46981,  0.00, -0.29,  0.00
1420,  0.47513,  0.00, -0.24216,  0.00
1421,  0.48382,  0.00, -0.19772,  0.00
1422,  0.49571,  0.00, -0.15693,  0.00
1423,  0.51065,  0.00, -0.12002,  0.00
1424,  0.5285,  0.00, -0.08725,  0.00
1425,  0.5491,  0.00, -0.05885,  0.00
1426,  0.5723,  0.00, -0.03507,  0.00
1427,  0.59794,  0.00, -0.01616,  0.00
1428,  0.62587,  0.00, -0.00234,  0.00
1429,  0.65594,  0.00,  0.00612,  0.00
1430,  0.688,  0.00,  0.009,  0.00
1431,  0.72005,  0.00,  0.00612,  0.00
1432,  0.75013,  0.00, -0.00234,  0.00
1433,  0.77806,  0.00, -0.01616,  0.00
1434,  0.80371,  0.00, -0.03507,  0.00
1435,  0.8269,  0.00, -0.05885,  0.00
1436,  0.8475,  0.00, -0.08725,  0.00
1437,  0.86535,  0.00, -0.12002,  0.00
1438,  0.8803,  0.00, -0.15693,  0.00
1439,  0.89219,  0.00, -0.19772,  0.00
1440,  0.90087,  0.00, -0.24216,  0.00
1441,  0.90619,  0.00, -0.29,  0.00
1442,  0.81,  0.00, -0.341,  0.00
1443,  0.80905,  0.00, -0.30233,  0.00
1444,  0.80624,  0.00, -0.26641,  0.00
1445,  0.80162,  0.00, -0.23334,  0.00
1446,  0.79525,  0.00, -0.20326,  0.00
1447,  0.7872,  0.00, -0.17627,  0.00
1448,  0.7775,  0.00, -0.1525,  0.00
1449,  0.76622,  0.00, -0.13206,  0.00
1450,  0.75341,  0.00, -0.11507,  0.00
1451,  0.73912,  0.00, -0.10166,  0.00
1452,  0.72343,  0.00, -0.09193,  0.00
1453,  0.70637,  0.00, -0.086,  0.00
1454,  0.688,  0.00, -0.084,  0.00
1455,  0.66963,  0.00, -0.086,  0.00
1456,  0.65258,  0.00, -0.09193,  0.00
1457,  0.63687,  0.00, -0.10166,  0.00
1458,  0.62259,  0.00, -0.11507,  0.00
1459,  0.60979,  0.00, -0.13206,  0.00
1460,  0.5985,  0.00, -0.1525,  0.00
1461,  0.5888,  0.00, -0.17627,  0.00
1462,  0.58075,  0.00, -0.20326,  0.00
1463,  0.57437,  0.00, -0.23334,  0.00
1464,  0.56976,  0.00, -0.26641,  0.00
1465,  0.56695,  0.00, -0.30233,  0.00
1466,  0.566,  0.00, -0.341,  0.00
1467,  0.56695,  0.00, -0.37967,  0.00
1468,  0.56976,  0.00, -0.41559,  0.00
1469,  0.57437,  0.00, -0.44866,  0.00
1470,  0.58074,  0.00, -0.47874,  0.00
1471,  0.5888,  0.00, -0.50573,  0.00
1472,  0.5985,  0.00, -0.5295,  0.00
1473,  0.60978,  0.00, -0.54994,  0.00
1474,  0.62259,  0.00, -0.56693,  0.00
1475,  0.63687,  0.00, -0.58034,  0.00
1476,  0.65258,  0.00, -0.59007,  0.00
1477,  0.66964,  0.00, -0.596,  0.00
1478,  0.688,  0.00, -0.598,  0.00
1479,  0.70637,  0.00, -0.596,  0.00
1480,  0.72343,  0.00, -0.59007,  0.00
1481,  0.73913,  0.00, -0.58034,  0.00
1482,  0.75341,  0.00, -0.56693,  0.00
1483,  0.76621,  0.00, -0.54994,  0.00
1484,  0.7775,  0.00, -0.5295,  0.00
1485,  0.7872,  0.00, -0.50573,  0.00
1486,  0.79526,  0.00, -0.47874,  0.00
1487,  0.80163,  0.00, -0.44866,  0.00
1488,  0.80624,  0.00, -0.41559,  0.00
1489,  0.80905,  0.00, -0.37967,  0.00
1490,  0.39299,  0.00, -0.427,  0.00
1491,  0.3824,  0.00, -0.4316,  0.00
1492,  0.37205,  0.00, -0.43589,  0.00
1493,  0.36186,  0.00, -0.43986,  0.00
1494,  0.35174,  0.00, -0.44348,  0.00
1495,  0.34161,  0.00, -0.44674,  0.00
1496,  0.33137,  0.00, -0.44962,  0.00
1497,  0.32096,  0.00, -0.45211,  0.00
1498,  0.31026,  0.00, -0.45419,  0.00
1499,  0.2992,  0.00, -0.45583,  0.00
1500,  0.2877,  0.00, -0.45702,  0.00
1501,  0.27566,  0.00, -0.45775,  0.00
1502,  0.263,  0.00, -0.458,  0.00
1503,  0.23006,  0.00, -0.45606,  0.00
1504,  0.19933,  0.00, -0.45035,  0.00
1505,  0.17094,  0.00, -0.441,  0.00
1506,  0.145,  0.00, -0.42815,  0.00
1507,  0.12164,  0.00, -0.41194,  0.00
1508,  0.101,  0.00, -0.3925,  0.00
1509,  0.08318,  0.00, -0.36998,  0.00
1510,  0.06833,  0.00, -0.34452,  0.00
1511,  0.05656,  0.00, -0.31625,  0.00
1512,  0.048,  0.00, -0.28532,  0.00
1513,  0.04277,  0.00, -0.25185,  0.00
1514,  0.041,  0.00, -0.216,  0.00
1515,  0.04293,  0.00, -0.18384,  0.00
1516,  0.04859,  0.00, -0.1535,  0.00
1517,  0.05778,  0.00, -0.12516,  0.00
1518,  0.07033,  0.00, -0.099,  0.00
1519,  0.08605,  0.00, -0.07522,  0.00
1520,  0.10475,  0.00, -0.054,  0.00
1521,  0.12624,  0.00, -0.03553,  0.00
1522,  0.15033,  0.00, -0.02,  0.00
1523,  0.17685,  0.00, -0.00759,  0.00
1524,  0.20558,  0.00,  0.0015,  0.00
1525,  0.23637,  0.00,  0.00709,  0.00
1526,  0.26901,  0.00,  0.009,  0.00
1527,  0.28094,  0.00,  0.00876,  0.00
1528,  0.29317,  0.00,  0.00805,  0.00
1529,  0.30555,  0.00,  0.00691,  0.00
1530,  0.31796,  0.00,  0.00537,  0.00
1531,  0.33028,  0.00,  0.00347,  0.00
1532,  0.34237,  0.00,  0.00125,  0.00
1533,  0.35412,  0.00, -0.00126,  0.00
1534,  0.36537,  0.00, -0.00404,  0.00
1535,  0.37602,  0.00, -0.00703,  0.00
1536,  0.38592,  0.00, -0.01021,  0.00
1537,  0.39496,  0.00, -0.01355,  0.00
1538,  0.403,  0.00, -0.017,  0.00
1539,  0.403,  0.00, -0.105,  0.00
1540,  0.39193,  0.00, -0.10021,  0.00
1541,  0.3812,  0.00, -0.09583,  0.00
1542,  0.37077,  0.00, -0.09188,  0.00
1543,  0.36059,  0.00, -0.08833,  0.00
1544,  0.35065,  0.00, -0.08521,  0.00
1545,  0.34088,  0.00, -0.0825,  0.00
1546,  0.33126,  0.00, -0.08021,  0.00
1547,  0.32174,  0.00, -0.07833,  0.00
1548,  0.31229,  0.00, -0.07688,  0.00
1549,  0.30288,  0.00, -0.07583,  0.00
1550,  0.29346,  0.00, -0.07521,  0.00
1551,  0.284,  0.00, -0.075,  0.00
1552,  0.26168,  0.00, -0.07616,  0.00
1553,  0.2408,  0.00, -0.07958,  0.00
1554,  0.22144,  0.00, -0.0852,  0.00
1555,  0.20371,  0.00, -0.09296,  0.00
1556,  0.18769,  0.00, -0.10279,  0.00
1557,  0.1735,  0.00, -0.11462,  0.00
1558,  0.16123,  0.00, -0.1284,  0.00
1559,  0.15097,  0.00, -0.14404,  0.00
1560,  0.14281,  0.00, -0.16148,  0.00
1561,  0.13687,  0.00, -0.18067,  0.00
1562,  0.13323,  0.00, -0.20153,  0.00
1563,  0.132,  0.00, -0.224,  0.00
1564,  0.13315,  0.00, -0.24611,  0.00
1565,  0.13652,  0.00, -0.26686,  0.00
1566,  0.14202,  0.00, -0.28614,  0.00
1567,  0.14952,  0.00, -0.30385,  0.00
1568,  0.15892,  0.00, -0.31988,  0.00
1569,  0.17013,  0.00, -0.33413,  0.00
1570,  0.18301,  0.00, -0.34647,  0.00
1571,  0.19748,  0.00, -0.35682,  0.00
1572,  0.21342,  0.00, -0.36505,  0.00
1573,  0.23073,  0.00, -0.37106,  0.00
1574,  0.24929,  0.00, -0.37475,  0.00
1575,  0.269,  0.00, -0.376,  0.00
1576,  0.27866,  0.00, -0.37578,  0.00
1577,  0.28818,  0.00, -0.3751,  0.00
1578,  0.29766,  0.00, -0.37391,  0.00
1579,  0.30715,  0.00, -0.37215,  0.00
1580,  0.31674,  0.00, -0.36978,  0.00
1581,  0.3265,  0.00, -0.36675,  0.00
1582,  0.33651,  0.00, -0.36301,  0.00
1583,  0.34685,  0.00, -0.35852,  0.00
1584,  0.3576,  0.00, -0.35322,  0.00
1585,  0.36881,  0.00, -0.34707,  0.00
1586,  0.38059,  0.00, -0.34001,  0.00
1587,  0.393,  0.00, -0.332,  0.00
